text;ground_truth;found;phrases_found;out_of
On whether he would vote for the budget proposed by Rep. Paul Ryan R-Wis;0.0;0.0011657665317886812;8;12
Women in Ohio earn on average 77 cents for every dollar earned by a man;0.75;0.06491663090469901;5;13
Hillary Clinton and her campaign of 2008 startedthe birther controversy;0.0;0.0;1;8
The average taxpayer will see the equivalent of a 2 percent pay raise as a result of low fuel prices;0.75;0.817083018317786;6;18
Says Bill Nelson voted to cut $700 billion out of Medicare to pay for Obamacare;0.25;0.005803457395602396;12;13
Says U.S. Rep. John Barrow D-Ga. celebrates gun ownership even in the face of school shootings;0.0;0.002864001781553993;6;14
Schoolchildren across the nation will be forced to watch the president justify his plans for government-run health care banks and automobile companies increasing taxes on those who create jobs and racking up more debt than any other president;0.0;0.08462367251420255;10;36
Wisconsin employers have repeatedly said in surveys that our anti-business litigation climate is one of the most important factors affecting their expansion decisions;0.0;0.8749533959206524;5;21
On abortio;0.5;-1;0;0
The Pasco County budget has doubled in the past three years;0.0;0.9707094788643267;5;9
The fact is in the past year we have had more tax cuts than almost any time in our nations history;0.5;0.14816601263088525;10;19
Says a new state report confirms that red-light cameras lead to more accidents more injuries and greater cost;0.5;0.0;1;16
Only seven of 18 federal food assistance programs have been associated with positive health and nutrition outcomes while the remaining 11 have not been effective;0.5;0.02446062058192977;2;23
Republicans enacted the most drastic cuts to K-12 public schools of any state in the nation;0.25;0.9973206459263142;4;14
Just look at what the FBI director said about her Hillary Clinton her misconduct is a disgrace and embarrassment to our country;0.0;0.969714545556083;4;20
When his grandfather arrived in the United States there were no government benefits for immigrants;0.0;0.11410742419908593;3;13
Says rejecting federal aid to expand Medicaid in Texas will send $9 billion in federal taxes paid by Texans to other states to insure their working poor;0.0;0.06491663090469901;5;25
Big oils filling John McCains campaign with $2-million in contributions;0.75;-1;0;8
We have over 700000 illegal immigrants in the state. Theyre costing us billions of dollars and theyre taking legal residents jobs;0.5;0.8749533959206524;5;19
A third of all the young people in America are not in America today because of abortion because one in three pregnancies end in abortion;0.0;0.049994390809933176;7;23
Says Mitt Romneys plan makes catastrophic cuts to education;0.5;0.990842812962371;3;7
On same-sex marriage;0.0;1.0;1;1
According to the most recent jobs report weve got more Americans leaving the workforce than we have finding jobs;0.5;0.11410742419908593;3;17
Fidel Castro has made his preferences known in the campaign and had some very unkind things to say about me;1.0;1.0;1;18
Former Atlanta Public Schools Superintendent Beverly Hall left the school district significantly better than she found it;0.0;0.0;1;15
Says that the federal gas tax has not been raised since 1993;1.0;0.9771268526121949;3;10
In my home state nearly one in five Floridians live in poverty;0.75;0.8872092873909276;5;10
Ninety-four percent of the bills that pass the Senate have no debate no vote no amendments no reading of the bill no online disclosure;0.0;0.0052998808129216535;4;22
Since last years address more than 10000 jobs created  many on the high end of the employment scale;0.75;1.0;1;16
David Perdue proposes rolling back the clock on womens health care;0.5;0.0;1;9
52 jobs have been saved or created in Floridas 34th Congressional District;0.25;0.02446062058192977;2;10
Says Scott Walkers bad budget includes: No weekend for workers;0.0;1.0;1;8
Says President Obama and his allies in Congress gave power to control Medicare patients health care decisions to a commission of 15 unelected bureaucrats in Washington;0.0;0.005380380017541708;4;24
Since 9/11 right-wing extremists incl anti-abortion anti-gov have killed more Americans than Islamic extremists;0.5;1.0;1;12
Millions of people have given up looking for work altogether;0.75;0.001222893824826543;7;8
Under Hillary Clinton State Department officials were sending official thank-yous to people who gave to the Clinton Foundation;0.0;0.11410742419908593;3;16
Says Bill Clinton signed a law very similar to and Barack Obama voted for a law something like Indianas Religious Freedom Restoration Act;0.5;0.20577764604471693;11;21
Says the United States is the only nation that affords citizenship to anyone born here whether you are here legally or illegally;0.0;0.37936333658858845;6;20
Mary Burkes record: 130000 fewer jobs;0.0;0.0;1;4
Says she would bring 186740 new jobs to Wisconsin and Donald Trump would cost Wisconsin 61050 jobs;0.5;0.11410742419908593;3;15
Says Planned Parenthood provides about 140 visits for prenatal care in each state;0.0;0.0;1;11
Says that in 41 states government workers are better paid than the taxpayers who support them;0.0;1.0;1;14
We are imprisoning or giving jail sentences to young people who are smoking marijuana;0.25;1.0;2;12
500000 people have signed up for Obamacare;0.5;0.02446062058192977;2;5
The number of new illegal immigrant families who have crossed the border so far this year already exceeds the entire total from 2015;0.5;0.8707058432429443;6;21
The economy began its nose dive when Democrats took control of Congress in January 2007;0.0;0.0;1;13
Says Russ Feingold cut Medicare by $523 billion;0.25;0.02446062058192977;2;6
Bin Laden had declared war against Pakistan;0.5;-1;0;5
No family earns too much to qualify for Oregon Healthy Kids program;0.75;1.0;1;10
Says that in Curry County if you make a 911 call youre likely to wait for an hour for a response;0.5;0.002791138408915206;3;19
Says when he was governor most of the Democrats voted for his billion-dollar property-tax cuts but U.S. Senate rival Tammy Baldwin voted against it;0.25;0.9188125792824144;9;22
When Tallahassee politicians and bureaucrats tried to run our schools Ive stood up to them to protect local control;0.75;1.0;1;17
John McCain said last year he didnt know of a solution to the mortgage crisis;1.0;1.0;2;13
One Wisconsin school district is so worried about losing state funding that it has stopped giving milk to elementary school kids during snack time;0.5;-1;0;22
Mitt Romney is tearing down his 3000-square-foot house to build an 11000-square-foot house;0.75;1.0;1;11
Jeff Weems legal record is one of defending BP Enron and just about every big oil company against the working man;0.5;0.11410742419908593;3;19
Our crime rate continues to plummet;0.75;1.0;1;4
If you sell your house after 2012 you will pay a 3.8 percent sales tax on it;0.0;0.0010955485556853883;6;15
The NRA supported background check;0.75;-1;0;3
A tax plan promoted by North Carolina Senate candidate Thom Tillis will overwhelmingly benefit the wealthy;0.75;0.0;2;14
Prior to 1962 everybody prayed before school started and the Bible was the principal textbook in all schools;0.25;-1;0;16
A DeKalb sewer project will create up to 4000 direct jobs per year at peak production many of which will be set aside exclusively for DeKalb residents;0.75;-1;0;25
Romney said No to in-state tuition for illegal immigrants;1.0;0.02446062058192977;4;7
You cant give a child an aspirin in school without permission. You cant do any kind of medication but we can secretly take the child off and have an abortion;1.0;0.02446062058192977;6;28
Twenty percent of single adults ages 21 to 25 with no kids are not working or even in school trying to find a job;0.0;0.9988160292237032;6;22
On torture;1.0;-1;0;0
Says drug cartels are using social media to offer rebates so more children from Central America get smuggled to the United States;0.25;0.02446062058192977;2;20
President Obama plans to impose a tax of at least 23 percent on the Medicare prescription drug benefit for low-income beneficiaries;0.0;0.002907502734421419;6;19
Says Danny Tarkanian is NRA FRated;0.5;1.0;1;4
The United States stopped plans to build a missile defense shield in Eastern Europe as a gift to Russia;0.5;0.02446062058192977;2;17
Says Steve Kagen promised us jobs voting for the $787 billion stimulus. Cost: another 77000 jobs lost;0.0;1.0;1;15
On delaying a health care mandate on business;0.5;0.0006139413050139098;2;6
Georgias civil forfeiture laws are among the worst in the country and the very worst in the South;0.75;0.8657204930162608;8;16
Gas prices have gone up 99 percent since Obama became president the highest gas price increase since Carter;0.25;0.06491663090469901;5;16
Romney would turn Medicare into a voucher program;0.75;1.0;5;6
A report just came out that if we continue with President Obamas policies were looking at over 9 percent unemployment next year in the fourth quarter;0.0;0.002907502734421419;3;24
Forty-six states have a line-item veto for the governor;0.75;0.969714545556083;2;7
On the way the federal government should spend Floridas rejected high-speed rail money;0.0;0.02509917125600092;2;11
According to Barack Obamas newest unconstitutionally enacted law health care professionals are now required to violate HIPAA privacy laws and submit medical data to the government which is then used as justification for gun confiscation;0.0;1.0;1;33
Mike Huckabee raised taxes on dog groomers;0.75;1.0;1;5
Says Jeb Bush happens to be where a majority of Republican voters areon giving legal status to illegal immigrants;0.75;0.01982263416707386;5;17
Massachusetts has less than 1 percent of our kids that are uninsured. You Gov. Perry have a million kids uninsured in Texas;0.75;0.37680052462733715;6;20
Graduation and third-grade reading scores are up in the state since I took office;0.75;0.9482375225314149;4;12
At nearly 19 million people the population of Florida is larger than all the earlier primary and caucus states combined;1.0;0.969714545556083;4;18
For every one ESD superintendent position we can pay for three speech pathologists or three special needs instructors or three classroom teachers;0.0;1.0;1;20
75 percent of the air traffic control towers the Obama Administration is closing are located in Republican Congressional Districts;0.0;0.00835743508821607;7;17
Says Apple products are currently 90 percent conflict-free and Intel is 100 percent conflict-free;0.25;-1;0;12
Crimea became part of Ukraine only in 1954. Crimea was historically part of Russia and Nikita Khrushchev gave it to Ukraine in a gesture that mystified some people;1.0;1.0;1;26
Says he has a fiduciary responsibility to his business his family and his employees to pay no more tax than legally required;0.0;0.00013504307948264405;4;20
The federal government could save $500 million annually by circulating $1 coins instead of $1 bills;0.5;1.0;1;14
During the housing crisis Catherine Cortez Masto gave a sweetheart contract worth millions to a D.C. law firm that then donated thousands to her political campaigns;0.5;0.9482375225314149;2;24
Rick Scott was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud including 14 felonies leading to a historic $1.7 billion fine;1.0;0.980046440935993;5;29
Says the federal government restricts how much salt we can put on our food;0.0;0.9482375225314149;2;12
During the lead-up to the American Revolutionary War some guy in Boston got his head blown off because he tried to secretly raise the tax on tea;0.0;0.8230921801765265;3;25
Proposed NClaw for body camera footage gives police broad authority to keep video footage secret even from individuals who are filmed;1.0;0.0;1;19
The wages of about 60562 state and local government employees would be affected if the minimum wage is increased to $10.10 in Georgia for a combined cost to taxpayers of more than $164 million annually;0.5;0.9579281414726513;7;33
It doesnt make sense historically to drop out because the 1968 race was still competitive when Bobby Kennedy was assassinated in June in California;0.25;1.0;1;22
Says he couldnt keep a 42-inch redfish he caught because of fishing rules;1.0;-1;0;11
Says opponent Kathie Tovo believes that Austin invests too much in the cops firefighters and paramedics that protect our families and neighborhoods;0.75;-1;0;20
Newt Gingrich was fined $300000 for ethics violations;0.75;-1;0;6
The entirety of North America  Canada the United States and Mexico  theres more known reserves in those three countries than in Russia and Saudi Arabia;0.25;0.9878753209534076;4;23
On the accuracy of state jobs numbers;0.0;-1;0;5
Right now we are at 90 percent health insurance covered. Thats the highest weve ever been in our country;1.0;0.11584058711604772;6;17
Roy Barnes proclaimed Mexican workers good for Georgia;0.5;-1;0;6
Says India gained jobs thanks to Romney;0.5;0.0;1;5
Only 20 percent of Americans admit to being Republicans anymore;0.75;0.9482375225314149;2;8
Its costing every American who is insured $1100 to pick up the cost of uncompensated care that goes on at the emergency room;0.25;0.11410742419908593;3;21
The No. 1 cause of death for African-American males15-34 is murder;1.0;0.9984838500596716;5;9
The United States has the highest incarceration rate in the world;0.75;0.26043930221794276;9;9
The national debt is on track to double during Obamas presidency;0.75;0.9914297177940393;5;9
Ive traveled the country advocating for the FairTa;0.25;-1;0;6
Says under Mitt Romney Massachusetts was 47th in job creation;0.5;0.3768005246273374;6;8
Says Deborah Ross supports the Iran nuclear deal and the ransom it paid for hostages;0.5;0.0006139413050139098;2;13
Says Ron Johnson has essentially done nothing to fight heroin addiction and opioid abuse;0.0;1.0;1;12
Virginia was named best managed state best state for business and best state toraise a child while I was governor;1.0;0.02446062058192977;4;18
The only years that anybodys ever seen of Donald Trumps tax returns showed he didnt pay any federal income tax;0.25;7.29759090585258e-05;6;18
Says U.S. House candidate Carlos Curbelo supported raising flood insurance rates;0.0;0.0;5;9
Says some Planned Parenthood chapters have been selling the body parts of aborted fetuses for profit;0.0;0.0;1;14
For middle-class families under the Baucus plan 13 percent of what they make could be deducted directly from their paychecks the so-called Max Tax;0.5;0.01982263416707386;5;22
The new 21st State Senate district was created in secret for Van Wanggaard. It was drawn within half a block of his house;1.0;0.9960842677056695;3;21
Says unemployment tripled in Dane County due to Kathleen Falks tax policie;0.5;-1;0;10
Rhode Islands voter identification law was pushed by a black Democrat in the House a black Democrat in the Senate. Thats a fact;1.0;0.007407469540217981;5;21
Jeff Greene only moved from California to Florida in the last two years. In fact he would not legally be allowed to run for any other statewide office because he has not lived here long enough to meet the residency requirement;1.0;0.8230921801765265;9;39
President Obama has increased the federal workforce 192000 individuals  about 10 percent since hes taken office  while weve lost 2 million jobs;0.5;0.11584058711604761;6;20
Says Alison Lundergan Grimes supports Obamacare which cuts $700 billion from seniors Medicare;0.5;1.0;1;11
We borrow money from the Chinese to buy oil from the Saudis;0.75;0.02446062058192977;2;10
Obamacare will provide coverage for abortions despite the presidents commitment that it would not;0.75;1.0;1;12
Handel endorsed gay adoption in 2003 when she was running for chairwoman of the Fulton County Commission;0.25;0.9973206459263142;4;15
I did not support the war in Iraq The record shows that Im right;0.0;0.04328817317369471;6;12
Wendy Davis is the most popular politician in Texas;0.25;0.11410742419908593;3;7
President Barack Obama met with Iranian president Hassan Rouhani;0.0;0.0;1;7
The church Barack Obama belongs to has a nonnegotiable commitment to Africa;0.75;0.0;4;10
Says he voted to remove Common Core from our schools;0.25;0.0005983219592531341;4;8
Terry McAuliffe has threatened to shut down Virginias government if his budget plan isnt supported;0.0;0.046446415297875854;4;13
After shedding jobs for more than 10 years our manufacturers have added about 500000 jobs over the past three;1.0;0.11584058711604761;6;17
At least 10 ISIS fighters have been caught coming across the Mexican border in Texas and there are dozens more that did not get caught by the Border Patrol;0.0;0.11584058711604761;6;27
Less than half of jobs at the Carrier manufacturing plant in Indiana are actually staying;0.5;1.0;3;13
Fifty-one percent  that is a majority of American households  paid no income tax in 2009. Zero. Zip. Nada;1.0;0.30283244512979446;5;16
Says Majority Leader Eric Cantor called for abolishing Social Security and Medicare;0.0;0.0006139413050139098;2;10
I never said that Muslims would be subject to profiling under his policies;0.0;0.005380380017541708;4;11
The majority of teams are now spending their dollars on the offensive side of the football;0.75;0.02509917125600092;2;14
Members of Congress have not reduced their salaries since the Great Depression meaning theyve gone eight decades without a pay cut;0.5;0.963411894213387;5;19
Says five studies show his tax plan can cut rates and still bring the same revenue without raising taxes on the middle class;0.25;0.0010588555796866572;6;21
Last week Senator Obamas running mate said get this Raising taxes is patriotic;0.25;-1;0;11
Today American companies have nearly $2 trillion sitting on their balance sheets;0.75;-1;0;10
Says 31 percent of Texas physicians accept all new Medicaid patients down from 67 percent in 2000;0.75;0.11410742419908593;3;15
Says Planned Parenthood CEO Cecile Richards was forced to concede that 86 percent of Planned Parenthoods revenue is from abortion;0.0;0.9771268526121949;3;18
Georgia spends fewer tourism advertising dollars than any other state in the South;1.0;0.37680052462733715;6;11
Obama admits he is not a citizen;0.0;1.0;1;5
Under Lee Fisher Ohio has lost nearly 400000 jobs;0.5;0.0;1;7
The name Frank has risen in popularity by 20 percent since the debut of House of Cardson Netflix;0.25;1.0;2;16
Slavery is still allowable under Wisconsin law as long as its a punishment for a crime;0.75;0.02446062058192977;2;14
President Barack Obama has the power to stop deportation for all undocumented immigrants in this country;0.25;0.06491663090469901;5;14
Foreign companies in the United States have a significantly higher unionization rate than other companies overall;1.0;1.0;4;14
Says some Georgians can get health insurance for $105 a month;0.75;0.9984323498467209;2;9
Says 1000 World War II veterans die every day;0.5;1.0;1;7
Federal officials declared that grant funds could be used only for Milwaukees streetcar project meaning it isnt possible to redirect the money to other modes of public transportation or to our public schools;1.0;0.02446062058192977;2;31
The John McCain Twitter account has more than 1.1 million followers. The official White House Twitter account has only about 830000;0.75;0.002791138408915206;3;19
Ohios Planned Parenthood operations received millions of taxpayer dollars via federal grants in 2010 and 2011;0.75;0.02446062058192977;4;14
Says President Obamas deal allows Iran to produce a nuclear weapon;0.0;0.01321827101352202;3;9
The stimulus bill includes $300000 for a sculpture garden in Miami;0.0;0.02446062058192977;2;9
Thomas Jefferson expressed strong support for a balanced budget amendment in 1798;0.5;0.01321827101352202;3;10
Says Marco Rubio went on Univision and in Spanish he promised that he would not on the first day in office rescind President Obamas illegal executive action;0.5;1.0;3;25
Under President Obama U.S. security funding for Israel is at an all-time high;0.5;1.0;4;11
Says state Rep. Sandy Pasch did nothing to stop people from scamming the Wisconsin Shares child-care subsidy program and voted against funding for fraud investigators;0.25;0.007407469540217981;5;23
The top one-tenth of 1 percent now owns almost as much wealth as the bottom 90 percent;0.75;0.999312602475383;11;15
When the United States first created the federal income tax frankly nobody below a million dollars a year paid anything;0.0;0.14294430425095717;6;18
Says Milwaukee County Parks director Sue Black has not received a pay raise in five years;0.75;0.0432881731736946;6;14
Says Romney wrote in the first edition of his book that his health care plan should be expanded nationwide and then You took it out of your book;0.25;1.0;4;26
Says Gov. John Kasich implied that a portion of workers compensation rebates to employers should be directed back to him in the form of campaign cash;0.0;0.8675912984744819;8;24
We have over 300 state agencies. Forty-five of those agencies are related to health care;0.0;0.969714545556083;2;13
Says Rep. Bruce Braley D-Iowa missed 79 percent of veterans affairs committee hearings;0.75;0.00226190972564555;5;11
NASCAR endorsed Trum;0.5;-1;0;1
Abraham Lincoln visited and some say even danced in the Ohio Senate chamber;1.0;-1;0;11
The premiums on Medicares prescription drug program have fallen almost every year since it began;0.0;0.9482375225314149;2;13
When Mitt Romney was governor of Massachusetts he stood in front of a coal plant and pointed at it and said This plant kills;1.0;0.005380380017541708;8;22
The Central Falls School system spent $100000 on a time clock;0.0;1.0;1;9
As the CEO of eBay Whitman started a separate division that only sells porn;0.5;0.9482375225314149;2;12
If the mayor were really serious about supporting Phillys schoolchildren and handling our citys looming fiscal crisis he could begin by slashing the size of his own administration which is already 45 percent larger than his predecessors and 40 percent more costly;0.5;0.11584058711604772;3;40
The top 1/10th of 1 percent today in America owns almost as much wealth as the bottom 90 percent;0.75;0.9983800220054573;9;17
75 percent of the jobs created in the state of Ohio are created in small business. They are not created by huge corporations and those who are very wealthy;0.75;0.18180716796183638;11;27
Barnes opposed the creation of the HOPE Scholarship and campaigned against Zell Miller on the issue;0.25;0.00018119130189542254;5;14
Says Donald Trumps Make America Great Againhats were made in China;0.0;0.0004975316897044557;5;9
On changing the rules governing judicial conflicts of interes;0.5;0.0;2;7
No other Northeastern state has passed a photo ID la;1.0;0.0006139413050139098;2;8
Says government is a barrier to innovation and development;0.0;-1;0;7
We have a 40 to 50 percent dropout rate in our inner-city schools;0.0;0.6014229279354169;6;11
The law says when a police officer stops you do whatever he says and then deal with it later;0.0;0.0006139413050139098;2;17
Jim Renacci cheated on his income taxes and is a deadbeat citizen;0.75;0.9984323498467209;2;10
Says Gov. Rick Perry was for Wall Street bailout before he was against it;0.5;0.9579281414726513;7;12
The National Rifle Association was founded by religious leaders who wanted to protect freed slaves from the Ku Klux Klan;0.0;0.00019236415863155276;5;18
It is legal in Ohio to fire an employee or evict a tenant just for being gay;1.0;1.0;2;15
Says his hometown of Paint Creek Texas doesnt even have a ZIP code;0.25;0.0;1;11
Uber and other ride-share firms are not required to carry auto insurance under Georgia law;1.0;-1;0;13
Says Hillary Clinton believes that all abortions should be legal even on the due date of that unborn child;0.0;0.002791138408915206;3;17
The Great Recession emerged in large part because of tax policies that slashed taxes on the wealthy failed to invest in the middle class took their eyes off of Wall Street and created a perfect storm;0.25;0.037076544187566896;10;34
More than once Ive actually had a conversation with the protesters on substance;1.0;0.969714545556083;2;11
And the jerseycomeback keeps rolling Thanks to GovChristie NJ now has lowest corruption risk of any state;0.0;1.0;1;15
Says any attempt to try to compare the Massachusetts health care law with the federal health care law is completely intellectually dishonest. Governor Romney did not raise one tax in doing what he did;0.25;0.0015302742634963895;11;32
Since 2007 David Jolly has given almost $30000 to keep Democrats in Congress;0.75;0.0;2;11
Passage of a referendum on an aquarium for Clearwater means NO future funding for our neighborhoods;0.0;0.9482375225314149;2;14
Says Texas ranks 44th nationally in education funding per pupil;0.75;0.9984323498467209;2;8
Health insurance is more expensive in Massachusetts than anywhere else in the country;0.75;0.9984323498467209;4;11
In two years Gov. McAuliffe has vetoed more bills that the previous three governors issued in each of their four-year terms;1.0;0.9990827912491255;4;19
Everything I have said on the campaign trail has been factually accurate;0.0;1.0;2;10
When Honduran children came into this country Secretary Clinton said send them back;0.75;0.9482375225314149;2;11
Says Jeb Bush said low-income women should get their life together and find a husband;0.75;1.0;1;13
Only about 6.8 percent of the stimulus money has actually been spent;0.75;0.11410742419908593;3;10
10 cents on thedollar from the Clinton Foundation goes to charitable causes;0.0;0.0;1;10
President Obama told people to skip coming here Las Vegas for conventions and meetings;0.25;-1;0;12
Says John Boehner admits we are not going to be any different than weve been by returning to the same failed economic policies that wrecked our economy;0.0;0.004722491935861717;7;25
Newark is now home to one-third of all commercial and multi-family development;0.5;1.0;1;10
Says Debbie Wasserman Schultz voted repeatedly to send terminally ill patients to prison;0.25;1.0;2;11
The right-wing extremists are trying to take this seat so they can push their anti-choice and anti-equality agenda through our State House;0.0;0.002791138408915206;3;20
We have 50 state lobbyists that just lobby the Legislature for money every year;0.75;1.0;1;12
In Atlanta since 1994 when the Seven Deadly Sins mandatory minimum sentences took effect the violent crime rate has dropped 62 percent;0.75;0.9771268526121949;3;20
Because of Jim Whelan the 1990s are the only decade since the 1920s when the population of Atlantic City actually went up;0.5;0.02446062058192977;4;20
Says TriMets own analysis shows that YouthPass does not actually add to the transit agencys costs;0.75;-1;0;14
John McCain offers billions in tax breaks for oil and drug companies but almost nothing for families like yours;0.25;0.02003578804039563;5;17
We adopted the modern Social Security system at a time when the average person died before they were old enough to get Social Security;1.0;0.8908593889392048;7;22
We are coming up on our 40th anniversary of electing a Republican to the United States Senate. 1972 was the last time New Jersey sent a Republican to the United States Senate;1.0;0.91084451363761;12;30
Sen. Sherrod Browns vote helped pass Barack Obamas job-killing health care law which slapped small businesses throughout Ohio with a $500 billion tax increase;0.0;0.0006139413050139098;2;22
President Obamas budget would call for about $25 trillion in debt by the end of his term if he was re-elected;0.25;0.9901757211621647;5;19
We know that Sunday mornings have usually been given over to conservative white men;0.25;1.0;1;12
Rob Cornilles has been endorsed by 20 local mayors including Independent Democratic and Republican;0.0;0.02446062058192977;2;12
Delta has had the most animal deaths among U.S. carriers in the past five year;0.5;0.01321827101352202;3;13
Republican candidate for governor Karen Handel has run a 100 percent negative campaign;0.75;0.11410742419908593;3;11
Attorney General Eric Holder is involved in the dismissal of the criminal charges against the New Black Panther Party for voter intimidatio;0.0;0.002660750816339208;8;20
Says the state share of Texas public education spending increased 82 percent over the past decade reaching $20 billion in 2009;0.5;0.9482375225314149;6;19
In Richmond Va. theres more moving vans coming in than going out;0.75;-1;0;10
Gov. Chris Christie owes the state money for amenities like extra Gorgonzola cheese for his staff on these trips;0.0;0.0;2;17
Im glad for the wording of it an ethics report on corporate-sponsored Congressional trips because clearly the wording exonerates me;0.0;-1;0;18
Paul Ryans Medicare plan could raise future retirees costs more than $6000;0.5;0.11410742419908593;3;10
On tax inversions the Wall Street Journalsurprisingly attacked this tax scheme;0.0;1.0;1;9
Says Stefani Carter repeatedly used her campaign contributors donations to rent margarita machines for our state house office;0.75;-1;0;16
You may have driven the length of a football field in the five seconds it takes to check a text;1.0;0.002907502734421419;3;18
I introduced a bill that wouldve helped stop the multimillion-dollar bonus packages that CEOs grab on their way out.. McCain opposed that idea;0.25;0.0;1;21
There are nearly 500000 registered sex offenders across the country and at any one time about 100000 are unaccounted for;0.25;0.990842812962371;3;18
The government made accommodation to the Fort Hood shooter to let him grow a beard for religious reasons;0.25;0.0;1;16
Says under the Affordable Care Act New Jerseys new Medicaid enrollees wont qualify for the matching federal funds simply because we added them onto the rolls before 2014;0.25;0.21436484745508577;4;26
Says the Obama administration watered down sanctions against Iran delayed them and tried to stop Congress from putting the tough sanctions in place;0.25;0.0005983219592531341;4;21
Says Central Texas river water sent to downstream rice farmers in 2011 equaled about three years worth of Austins water use;1.0;-1;0;19
Wisconsin is one of the few states in the country that do not currently require a photographic identification to vote;0.0;0.9023503408422481;9;18
These 60 acres the Atlanta Braves want to build a stadium on have produced zero SPLOST money for parks and recreation have produced zero money for education;0.75;0.02446062058192977;2;25
You will learn more about Donald Trump by going down to the Federal Elections to see the financial disclosure form than by looking at tax returns;0.0;0.002791138408915206;3;24
Cuyahoga County passed a program to guarantee a college savings account for every single child who enters kindergarten in this county  the first county in the United States to do so;1.0;0.8657204930162608;8;29
Over half of the young people in medical dental and law schools are women;0.0;0.9771268526121949;3;12
Ken Block supports Obamacare;0.0;-1;0;2
Says Hillary Clinton wants to have open borders;0.25;0.00012963837369428521;4;6
GOP candidate for governor Nathan Deal is a former Clinton Democrat;0.25;0.007407469540217981;5;9
My opponent promises to bring back old jobs by wishing away the global economy;0.0;0.02446062058192977;2;12
Kelly Ayotte has voted four times against the federal Paycheck Fairness Act;0.75;0.9935272779738197;5;10
One out of every four homeless people on our streets is a veteran;0.75;0.8230921801765265;3;11
Its legal to sign a recall petition against Gov. Scott Walker even if you have already signed another recall petition but only one signature count;1.0;0.11410742419908593;3;23
Education funding of $7176 per student is a historic level;0.5;1.0;2;8
I co-sponsored the Rebuild America Jobs Act for transportation and infrastructure;0.0;0.0;2;9
Says a new report proves the stimulus supported by N.J. Democrats cost $278000 per job;0.0;0.0006139413050139098;2;13
Says its absurd to say theres enough data to establish a link between playing football and Chronic Traumatic Encephalopathy;0.0;1.0;1;17
The wives of the 9/11 hijackers knew exactly what was happening and went back to Saudi Arabia two days before the attacks to watch their husbands on television flying the planes;0.0;0.0006139413050139098;4;29
Says Jill McCabe supports late term abortions. Larger baby parts are more profitable;0.0;-1;0;11
Says U.S. Rep. Nancy Pelosi said Employers cutting hours is a good thing. It then gives that person time to pursue their dreams and passions;0.0;0.01321827101352202;3;23
Florida has a law like Indianas Religious Freedom Restoration Act;0.5;0.21436484745508577;4;8
The things I said during the prank call by a blogger posing as GOP contributor David Koch are the things Ive said publicly all along about the Wisconsin budget debate;0.0;0.0;1;28
Say photographs of Hillary Clinton at the debate show what could be an earpiece;0.0;0.0;1;12
Says Joe Biden went to China and said that he sympathized and wouldnt second-guess their one-child policy of forced abortions and sterilizations;0.25;0.11410742419908593;3;20
On whether to seat Roland Burris as the new senator from Illinois;0.0;0.02509917125600092;2;10
2014 Federal Tax Refunds To Be Delayed Until October 2015;0.0;-1;0;8
Forty-five states allow open carry of firearms;0.75;1.0;1;5
Obama remains silent and is never asked how he feels about his church honoring Farrakhan;0.0;-1;0;13
When Donald Trump spoke in Phoenix he looked the audience in the eye and he said no were building a wall and were deporting everybody. He said quote they will all be gone. They will all be gone. This is one of the ones where you can go to the tape on it and see what Donald Trump has said;0.5;0.9105189283808057;13;58
John Edwards never  has ever from the beginning of his political career has never taken PAC money or the money of Washington lobbyists. Ever. -Joe Trippi senior campaign advise;0.5;0.9294885991494313;6;27
When Jeb Bush was governor his first four years as governor his Medicaid program grew twice as fast as mine;0.75;0.9406636794719703;6;18
The University of Wisconsin System had a jobs-for-life tenure program for professors;0.5;0.0;3;10
Unemployment among Oregon high school graduates aged 18 to 20 increased more than 200 percent from 2008 to 2011 while the U.S. average increased only 30 percent;0.5;0.9579281414726513;7;25
Hospitals doctors MRIs surgeries and so forth are more extensively used and far more expensive in this country than they are in many other countries.	health-care	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a Fox News Sunday intervie;0.75;0.010717039959581287;7;39
Obamacare cuts seniors Medicare;0.25;-1;0;2
The refusal of many federal employees to fly coach costs taxpayers $146 million annually;0.75;-1;0;12
Florida spends more than $300 million a year just on children repeating pre-K through 3rd grade;0.75;0.06491663090469901;5;14
Milwaukee County Sheriff David A. Clarke Jr. advised citizens to point that barrel center mass and pull the trigger because 911 is not our best option;1.0;1.0;2;24
Almost 37 percent of the total income from Planned Parenthood is from abortions;0.0;0.00226190972564555;5;11
The United States has the highest rate of childhood poverty of almost any major country on Earth;0.5;0.02446062058192977;12;15
Under Governor Almond the RI DMV had a program that allowed undocumented people to use their Personal Tax Identification Number to apply for and receive a RI drivers license;1.0;0.9988160292237032;3;27
Illegal aliens cost the state of Rhode Island $400 million a year;0.0;0.7074042429541216;4;10
Says Eric Cantor voted to assure Congress would be paid if the government shut down and against guaranteeing troops would be paid;0.0;0.002791138408915206;3;20
If Congress froze the current spending level and then cut it by 2 percent annually we could balance the budget in five years;0.75;0.02446062058192977;2;21
Every Wisconsin legislator that votes for this bill will have to give up the same amount of pay as other state employees;1.0;0.969714545556083;4;20
